firm_id, sector   , baseline_production, baseline_emissions_intensity, target_emissions_intensity_2025, target_emissions_intensity_2026, risk_aversion, cash_on_hand, revenue_per_unit, is_covered, max_production_change_percent, variable_production_cost, ,            , 
CE_F35 , CEMENT   ,             3111156,                       0.58  ,                          0.56  ,                          0.56  ,   0.100302273,  30255865000,     186.0399486 , True      ,                           0.1,                      200, , 3.02559E+13, 30255865000
CE_F36 , CEMENT   ,             6133197,                       0.55  ,                          0.53  ,                          0.53  ,   0.625335316,  46598462000,     127.749529  , True      ,                           0.1,                      200, , 4.65985E+13, 46598462000
CE_F37 , CEMENT   ,             2863675,                       0.59  ,                          0.58  ,                          0.58  ,   0.810840454,  27101444000,     185.8560279 , True      ,                           0.1,                      200, , 2.71014E+13, 27101444000
CE_F38 , CEMENT   ,             4608658,                       0.57  ,                          0.55  ,                          0.55  ,   0.696426013,  22850195000,     150.6531282 , True      ,                           0.1,                      200, , 2.28502E+13, 22850195000
CE_F39 , CEMENT   ,             7605814,                       0.57  ,                          0.55  ,                          0.55  ,   0.585445925,  37633167000,     140.9473364 , True      ,                           0.1,                      200, , 3.76332E+13, 37633167000
CE_F40 , CEMENT   ,            10729705,                       0.57  ,                          0.55  ,                          0.55  ,   0.217873528,  14087422000,     152.6232596 , True      ,                           0.1,                      200, , 1.40874E+13, 14087422000
CE_F41 , CEMENT   ,             2104796,                       0.54  ,                          0.52  ,                          0.52  ,   0.138921931,  19521874000,     140.5878805 , True      ,                           0.1,                      200, , 1.95219E+13, 19521874000
CE_F42 , CEMENT   ,             4941023,                       0.57  ,                          0.55  ,                          0.55  ,   0.122905899,  46498356000,     139.4346862 , True      ,                           0.1,                      200, , 4.64984E+13, 46498356000
CE_F43 , CEMENT   ,             4675397,                       0.55  ,                          0.54  ,                          0.54  ,   0.546746858,  21612562000,     142.3325841 , True      ,                           0.1,                      200, , 2.16126E+13, 21612562000
CE_F44 , CEMENT   ,             3382400,                       0.59  ,                          0.57  ,                          0.57  ,   0.285303985,  16143834000,     174.236618  , True      ,                           0.1,                      200, , 1.61438E+13, 16143834000
CE_F45 , CEMENT   ,             1266649,                       0.59  ,                          0.57  ,                          0.57  ,   0.570404029,  26243923000,     133.0631976 , True      ,                           0.1,                      200, , 2.62439E+13, 26243923000
CE_F46 , CEMENT   ,             4015601,                       0.59  ,                          0.57  ,                          0.57  ,   0.29034265 ,  17166271000,     174.4256861 , True      ,                           0.1,                      200, , 1.71663E+13, 17166271000
CE_F47 , CEMENT   ,              752289,                       0.61  ,                          0.58  ,                          0.58  ,   0.269122401,  49862059000,     111.8429057 , True      ,                           0.1,                      200, , 4.98621E+13, 49862059000
CE_F48 , CEMENT   ,             4770977,                       0.59  ,                          0.57  ,                          0.57  ,   0.299173635,  45828886000,     135.6925861 , True      ,                           0.1,                      200, , 4.58289E+13, 45828886000
CE_F49 , CEMENT   ,             1339254,                       0.59  ,                          0.57  ,                          0.57  ,   0.544272228,  30791603000,     115.8549496 , True      ,                           0.1,                      200, , 3.07916E+13, 30791603000
CE_F50 , CEMENT   ,              697110,                       0.61  ,                          0.59  ,                          0.59  ,   0.813036922,  39626220000,     110.5718085 , True      ,                           0.1,                      200, , 3.96262E+13, 39626220000
CE_F51 , CEMENT   ,              831193,                       0.56  ,                          0.54  ,                          0.54  ,   0.364562538,  32755568000,     200.9990444 , True      ,                           0.1,                      200, , 3.27556E+13, 32755568000
CE_F52 , CEMENT   ,              927668,                       0.58  ,                          0.56  ,                          0.56  ,   0.678605634,  44765344000,     157.7334331 , True      ,                           0.1,                      200, , 4.47653E+13, 44765344000
CE_F53 , CEMENT   ,             2229771,                       0.62  ,                          0.6   ,                          0.6   ,   0.888055455,  36824741000,     124.4772056 , True      ,                           0.1,                      200, , 3.68247E+13, 36824741000
CE_F54 , CEMENT   ,             4473158,                       0.58  ,                          0.56  ,                          0.56  ,   0.522551583,  40271865000,     128.8528473 , True      ,                           0.1,                      200, , 4.02719E+13, 40271865000
CE_F55 , CEMENT   ,             2116986,                       0.6   ,                          0.58  ,                          0.58  ,   0.780162251,  42713725000,     145.732179  , True      ,                           0.1,                      200, , 4.27137E+13, 42713725000
CE_F56 , CEMENT   ,             4895238,                       0.6   ,                          0.57  ,                          0.57  ,   0.829033759,  33252272000,     195.6487346 , True      ,                           0.1,                      200, , 3.32523E+13, 33252272000
CE_F57 , CEMENT   ,             2425569,                       0.6   ,                          0.58  ,                          0.58  ,   0.856467736,  11319608000,     167.8161846 , True      ,                           0.1,                      200, , 1.13196E+13, 11319608000
CE_F58 , CEMENT   ,             1688705,                       0.62  ,                          0.6   ,                          0.6   ,   0.218128911,  35787777000,     183.2204745 , True      ,                           0.1,                      200, , 3.57878E+13, 35787777000
CE_F59 , CEMENT   ,             6427775,                       0.6   ,                          0.58  ,                          0.58  ,   0.165967002,  43842963000,     119.4727323 , True      ,                           0.1,                      200, , 4.3843E+13 , 43842963000
CE_F60 , CEMENT   ,              596503,                       0.58  ,                          0.55  ,                          0.55  ,   0.668670844,  40307779000,     146.9985638 , True      ,                           0.1,                      200, , 4.03078E+13, 40307779000
CE_F61 , CEMENT   ,             3800515,                       0.59  ,                          0.57  ,                          0.57  ,   0.390005339,  12097561000,     165.9630808 , True      ,                           0.1,                      200, , 1.20976E+13, 12097561000
CE_F62 , CEMENT   ,             1414107,                       0.6   ,                          0.58  ,                          0.58  ,   0.669885179,  29484003000,     194.8030363 , True      ,                           0.1,                      200, , 2.9484E+13 , 29484003000
CE_F63 , CEMENT   ,             3454741,                       0.6   ,                          0.57  ,                          0.57  ,   0.325515299,  22748563000,     135.9409092 , True      ,                           0.1,                      200, , 2.27486E+13, 22748563000
CE_F64 , CEMENT   ,             2258496,                       0.65  ,                          0.62  ,                          0.62  ,   0.548421324,  40520913000,     107.4518643 , True      ,                           0.1,                      200, , 4.05209E+13, 40520913000
CE_F65 , CEMENT   ,             4145715,                       0.71  ,                          0.68  ,                          0.68  ,   0.118985614,  45867540000,     150.3334474 , True      ,                           0.1,                      200, , 4.58675E+13, 45867540000
CE_F66 , CEMENT   ,             2540546,                       0.72  ,                          0.69  ,                          0.69  ,   0.869350773,  10843738000,     192.5485213 , True      ,                           0.1,                      200, , 1.08437E+13, 10843738000
CE_F67 , CEMENT   ,              419412,                       0.63  ,                          0.6   ,                          0.6   ,   0.835314881,  34714034000,     171.3900039 , True      ,                           0.1,                      200, , 3.4714E+13 , 34714034000
CE_F68 , CEMENT   ,             2916588,                       0.71  ,                          0.68  ,                          0.68  ,   0.441618636,  14664736000,     137.9607649 , True      ,                           0.1,                      200, , 1.46647E+13, 14664736000
CE_F69 , CEMENT   ,              964184,                       0.63  ,                          0.6   ,                          0.6   ,   0.76336772 ,  22086033000,     112.9735307 , True      ,                           0.1,                      200, , 2.2086E+13 , 22086033000
CE_F70 , CEMENT   ,             3917932,                       0.59  ,                          0.56  ,                          0.56  ,   0.885738496,  10179864000,     150.79156   , True      ,                           0.1,                      200, , 1.01799E+13, 10179864000
CE_F71 , CEMENT   ,              923349,                       0.65  ,                          0.62  ,                          0.62  ,   0.366628068,  43897811000,     180.4479126 , True      ,                           0.1,                      200, , 4.38978E+13, 43897811000
CE_F72 , CEMENT   ,              408107,                       0.68  ,                          0.65  ,                          0.65  ,   0.793917778,  27167527000,     127.1167734 , True      ,                           0.1,                      200, , 2.71675E+13, 27167527000
CE_F73 , CEMENT   ,             2867679,                       0.71  ,                          0.67  ,                          0.67  ,   0.723999374,  49466057000,      80.88874369, True      ,                           0.1,                      200, , 4.94661E+13, 49466057000
CE_F74 , CEMENT   ,              453502,                       0.71  ,                          0.66  ,                          0.66  ,   0.841475072,  23995045000,     201.5298338 , True      ,                           0.1,                      200, , 2.3995E+13 , 23995045000
CE_F75 , CEMENT   ,             1964528,                       0.74  ,                          0.73  ,                          0.73  ,   0.555501111,  30494312852,     146.0087903 , True      ,                           0.1,                      200, , 3.04943E+13, 30494312852
CE_F76 , CEMENT   ,             5677845,                       0.74  ,                          0.72  ,                          0.72  ,   0.556207577,  30488421866,     145.8548811 , True      ,                           0.1,                      200, , 3.04884E+13, 30488421866
CE_F77 , CEMENT   ,             3666167,                       0.77  ,                          0.75  ,                          0.75  ,   0.556914042,  30482530880,     145.700972  , True      ,                           0.1,                      200, , 3.04825E+13, 30482530880
CE_F78 , CEMENT   ,             2397993,                       0.77  ,                          0.75  ,                          0.75  ,   0.557620507,  30476639894,     145.5470628 , True      ,                           0.1,                      200, , 3.04766E+13, 30476639894
CE_F79 , CEMENT   ,             7723705,                       0.78  ,                          0.76  ,                          0.76  ,   0.558326972,  30470748908,     145.3931536 , True      ,                           0.1,                      200, , 3.04707E+13, 30470748908
CE_F80 , CEMENT   ,             2558098,                       0.77  ,                          0.75  ,                          0.75  ,   0.559033438,  30464857922,     145.2392445 , True      ,                           0.1,                      200, , 3.04649E+13, 30464857922
CE_F81 , CEMENT   ,            10585675,                       0.81  ,                          0.78  ,                          0.78  ,   0.559739903,  30458966936,     145.0853353 , True      ,                           0.1,                      200, , 3.0459E+13 , 30458966936
CE_F82 , CEMENT   ,             5506560,                       0.79  ,                          0.77  ,                          0.77  ,   0.560446368,  30453075951,     144.9314261 , True      ,                           0.1,                      200, , 3.04531E+13, 30453075951
CE_F83 , CEMENT   ,             1073920,                       0.76  ,                          0.73  ,                          0.73  ,   0.561152834,  30447184965,     144.7775169 , True      ,                           0.1,                      200, , 3.04472E+13, 30447184965
CE_F84 , CEMENT   ,            12716265,                       0.79  ,                          0.77  ,                          0.77  ,   0.561859299,  30441293979,     144.6236078 , True      ,                           0.1,                      200, , 3.04413E+13, 30441293979
CE_F85 , CEMENT   ,             3666138,                       0.81  ,                          0.79  ,                          0.79  ,   0.562565764,  30435402993,     144.4696986 , True      ,                           0.1,                      200, , 3.04354E+13, 30435402993
CE_F86 , CEMENT   ,             3331231,                       0.81  ,                          0.78  ,                          0.78  ,   0.563272229,  30429512007,     144.3157894 , True      ,                           0.1,                      200, , 3.04295E+13, 30429512007
CE_F87 , CEMENT   ,             1400465,                       0.8   ,                          0.77  ,                          0.77  ,   0.563978695,  30423621021,     144.1618803 , True      ,                           0.1,                      200, , 3.04236E+13, 30423621021
CE_F88 , CEMENT   ,              498960,                       0.82  ,                          0.79  ,                          0.79  ,   0.56468516 ,  30417730035,     144.0079711 , True      ,                           0.1,                      200, , 3.04177E+13, 30417730035
CE_F89 , CEMENT   ,             4650295,                       0.83  ,                          0.8   ,                          0.8   ,   0.565391625,  30411839049,     143.8540619 , True      ,                           0.1,                      200, , 3.04118E+13, 30411839049
CE_F90 , CEMENT   ,              536488,                       0.85  ,                          0.82  ,                          0.82  ,   0.56609809 ,  30405948063,     143.7001528 , True      ,                           0.1,                      200, , 3.04059E+13, 30405948063
CE_F91 , CEMENT   ,             1917350,                       0.84  ,                          0.81  ,                          0.81  ,   0.566804556,  30400057077,     143.5462436 , True      ,                           0.1,                      200, , 3.04001E+13, 30400057077
CE_F92 , CEMENT   ,             5422767,                       0.84  ,                          0.81  ,                          0.81  ,   0.567511021,  30394166091,     143.3923344 , True      ,                           0.1,                      200, , 3.03942E+13, 30394166091
CE_F93 , CEMENT   ,             2039429,                       0.83  ,                          0.8   ,                          0.8   ,   0.568217486,  30388275105,     143.2384253 , True      ,                           0.1,                      200, , 3.03883E+13, 30388275105
CE_F94 , CEMENT   ,             2217633,                       0.84  ,                          0.82  ,                          0.82  ,   0.568923951,  30382384120,     143.0845161 , True      ,                           0.1,                      200, , 3.03824E+13, 30382384120
CE_F95 , CEMENT   ,             3125768,                       0.83  ,                          0.81  ,                          0.81  ,   0.569630417,  30376493134,     142.9306069 , True      ,                           0.1,                      200, , 3.03765E+13, 30376493134
CE_F96 , CEMENT   ,             2902593,                       0.85  ,                          0.82  ,                          0.82  ,   0.570336882,  30370602148,     142.7766978 , True      ,                           0.1,                      200, , 3.03706E+13, 30370602148
CE_F97 , CEMENT   ,             1559199,                       0.79  ,                          0.77  ,                          0.77  ,   0.571043347,  30364711162,     142.6227886 , True      ,                           0.1,                      200, , 3.03647E+13, 30364711162
CE_F98 , CEMENT   ,             1293703,                       0.82  ,                          0.8   ,                          0.8   ,   0.571749812,  30358820176,     142.4688794 , True      ,                           0.1,                      200, , 3.03588E+13, 30358820176
CE_F99 , CEMENT   ,              854483,                       0.86  ,                          0.83  ,                          0.83  ,   0.572456278,  30352929190,     142.3149703 , True      ,                           0.1,                      200, , 3.03529E+13, 30352929190
CE_F100, CEMENT   ,             1409441,                       0.86  ,                          0.83  ,                          0.83  ,   0.573162743,  30347038204,     142.1610611 , True      ,                           0.1,                      200, , 3.0347E+13 , 30347038204
CE_F101, CEMENT   ,             2329730,                       0.86  ,                          0.83  ,                          0.83  ,   0.573869208,  30341147218,     142.0071519 , True      ,                           0.1,                      200, , 3.03411E+13, 30341147218
CE_F102, CEMENT   ,             2405161,                       0.86  ,                          0.83  ,                          0.83  ,   0.574575674,  30335256232,     141.8532428 , True      ,                           0.1,                      200, , 3.03353E+13, 30335256232
CE_F103, CEMENT   ,             4439110,                       0.87  ,                          0.84  ,                          0.84  ,   0.575282139,  30329365246,     141.6993336 , True      ,                           0.1,                      200, , 3.03294E+13, 30329365246
CE_F104, CEMENT   ,              404478,                       0.88  ,                          0.85  ,                          0.85  ,   0.575988604,  30323474260,     141.5454244 , True      ,                           0.1,                      200, , 3.03235E+13, 30323474260
CE_F105, CEMENT   ,              611663,                       0.86  ,                          0.83  ,                          0.83  ,   0.576695069,  30317583274,     141.3915153 , True      ,                           0.1,                      200, , 3.03176E+13, 30317583274
CE_F106, CEMENT   ,             2030379,                       0.84  ,                          0.81  ,                          0.81  ,   0.577401535,  30311692289,     141.2376061 , True      ,                           0.1,                      200, , 3.03117E+13, 30311692289
CE_F107, CEMENT   ,              499755,                       0.86  ,                          0.82  ,                          0.82  ,   0.578108   ,  30305801303,     141.0836969 , True      ,                           0.1,                      200, , 3.03058E+13, 30305801303
CE_F108, CEMENT   ,             1098257,                       0.85  ,                          0.82  ,                          0.82  ,   0.578814465,  30299910317,     140.9297878 , True      ,                           0.1,                      200, , 3.02999E+13, 30299910317
CE_F109, CEMENT   ,             3057103,                       0.87  ,                          0.84  ,                          0.84  ,   0.57952093 ,  30294019331,     140.7758786 , True      ,                           0.1,                      200, , 3.0294E+13 , 30294019331
CE_F110, CEMENT   ,              792958,                       0.89  ,                          0.86  ,                          0.86  ,   0.580227396,  30288128345,     140.6219694 , True      ,                           0.1,                      200, , 3.02881E+13, 30288128345
CE_F111, CEMENT   ,             3154665,                       0.91  ,                          0.87  ,                          0.87  ,   0.580933861,  30282237359,     140.4680603 , True      ,                           0.1,                      200, , 3.02822E+13, 30282237359
CE_F112, CEMENT   ,             1556219,                       0.9   ,                          0.86  ,                          0.86  ,   0.581640326,  30276346373,     140.3141511 , True      ,                           0.1,                      200, , 3.02763E+13, 30276346373
CE_F113, CEMENT   ,              543540,                       1.01  ,                          0.97  ,                          0.97  ,   0.582346791,  30270455387,     140.1602419 , True      ,                           0.1,                      200, , 3.02705E+13, 30270455387
CE_F114, CEMENT   ,             3045481,                       0.75  ,                          0.71  ,                          0.71  ,   0.583053257,  30264564401,     140.0063328 , True      ,                           0.1,                      200, , 3.02646E+13, 30264564401
CE_F115, CEMENT   ,             1478510,                       0.93  ,                          0.89  ,                          0.89  ,   0.583759722,  30258673415,     139.8524236 , True      ,                           0.1,                      200, , 3.02587E+13, 30258673415
CE_F116, CEMENT   ,             1329947,                       0.98  ,                          0.93  ,                          0.93  ,   0.584466187,  30252782429,     139.6985144 , True      ,                           0.1,                      200, , 3.02528E+13, 30252782429
CE_F117, CEMENT   ,             1541976,                       0.97  ,                          0.92  ,                          0.92  ,   0.585172652,  30246891443,     139.5446053 , True      ,                           0.1,                      200, , 3.02469E+13, 30246891443
CE_F118, CEMENT   ,              594457,                       1.08  ,                          1.01  ,                          1.01  ,   0.585879118,  30241000458,     139.3906961 , True      ,                           0.1,                      200, , 3.0241E+13 , 30241000458
CE_F119, CEMENT   ,              319686,                       1.11  ,                          1.02  ,                          1.02  ,   0.586585583,  30235109472,     139.2367869 , True      ,                           0.1,                      200, , 3.02351E+13, 30235109472
CE_F120, CEMENT   ,            14635552,                       0.32  ,                          0.31  ,                          0.31  ,   0.587292048,  30229218486,     139.0828778 , True      ,                           0.1,                      200, , 3.02292E+13, 30229218486
CE_F121, CEMENT   ,             8464317,                       0.35  ,                          0.34  ,                          0.34  ,   0.587998514,  30223327500,     138.9289686 , True      ,                           0.1,                      200, , 3.02233E+13, 30223327500
CE_F122, CEMENT   ,             7406765,                       0.51  ,                          0.5   ,                          0.5   ,   0.588704979,  30217436514,     138.7750594 , True      ,                           0.1,                      200, , 3.02174E+13, 30217436514
CE_F123, CEMENT   ,             2609926,                       0.42  ,                          0.4   ,                          0.4   ,   0.589411444,  30211545528,     138.6211503 , True      ,                           0.1,                      200, , 3.02115E+13, 30211545528
CE_F124, CEMENT   ,             1208919,                       0.49  ,                          0.45  ,                          0.45  ,   0.590117909,  30205654542,     138.4672411 , True      ,                           0.1,                      200, , 3.02057E+13, 30205654542
CE_F125, CEMENT   ,             2044915,                       0.77  ,                          0.76  ,                          0.76  ,   0.590824375,  30199763556,     138.3133319 , True      ,                           0.1,                      200, , 3.01998E+13, 30199763556
CE_F126, CEMENT   ,             1237400,                       0.79  ,                          0.78  ,                          0.78  ,   0.59153084 ,  30193872570,     138.1594228 , True      ,                           0.1,                      200, , 3.01939E+13, 30193872570
CE_F127, CEMENT   ,             2565858,                       0.83  ,                          0.81  ,                          0.81  ,   0.592237305,  30187981584,     138.0055136 , True      ,                           0.1,                      200, , 3.0188E+13 , 30187981584
CE_F128, CEMENT   ,             3017866,                       0.87  ,                          0.84  ,                          0.84  ,   0.59294377 ,  30182090598,     137.8516044 , True      ,                           0.1,                      200, , 3.01821E+13, 30182090598
CE_F129, CEMENT   ,              650932,                       0.87  ,                          0.85  ,                          0.85  ,   0.593650236,  30176199612,     137.6976953 , True      ,                           0.1,                      200, , 3.01762E+13, 30176199612
